epoch,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,band_32
150,0.85373,2.614959955215454,0.8969399929046631,1.1490700244903564,0.847,1.1391199827194214,2.5566399097442627,0.8711400032043457,138,281,406,512,605,798,826,1016,1138,1248,1387,1537,1640,1711,1929,2022,2131,2265,2434,2654,2627,2721,2922,3060,3226,3369,3473,3540,3631,3738,3873,4013
160,0.85853,2.658950090408325,0.9120299816131592,1.1300599575042725,0.85256,1.1182299852371216,2.60440993309021,0.8874199986457825,138,282,405,513,607,797,826,1016,1136,1256,1387,1539,1641,1716,1927,2023,2132,2267,2435,2648,2619,2721,2923,3059,3227,3373,3473,3539,3629,3736,3871,4013
170,0.86218,2.69389009475708,0.924019992351532,1.1154099702835083,0.85683,1.1019200086593628,2.642940044403076,0.9005500078201294,138,283,405,514,608,795,827,1015,1134,1264,1386,1539,1643,1721,1927,2022,2132,2269,2434,2640,2610,2722,2924,3059,3227,3376,3473,3539,3628,3734,3870,4014
180,0.86564,2.7283999919891357,0.9358500242233276,1.1013000011444092,0.86052,1.0876200199127197,2.6777100563049316,0.9124000072479248,137,284,404,514,610,794,827,1014,1134,1270,1386,1540,1646,1725,1927,2022,2134,2270,2433,2634,2600,2721,2925,3058,3228,3378,3472,3539,3627,3732,3868,4015
190,0.86857,2.7585999965667725,0.9462100267410278,1.0892399549484253,0.86368,1.0752300024032593,2.708559989929199,0.9229099750518799,137,284,404,515,611,792,827,1012,1135,1273,1385,1540,1648,1731,1927,2022,2134,2269,2431,2631,2591,2721,2925,3058,3228,3380,3471,3539,3627,3730,3867,4016
200,0.87102,2.784709930419922,0.9551699757575989,1.0790300369262695,0.8662,1.065250039100647,2.733920097351074,0.9315500259399414,136,284,404,516,613,790,827,1011,1137,1276,1384,1541,1649,1735,1927,2022,2133,2270,2431,2629,2584,2722,2925,3058,3228,3382,3470,3539,3626,3729,3866,4017
210,0.87316,2.8080499172210693,0.9631699919700623,1.0700600147247314,0.86847,1.0561699867248535,2.7574400901794434,0.9395599961280823,136,285,404,516,614,789,827,1008,1138,1279,1384,1541,1650,1738,1926,2022,2134,2270,2432,2629,2579,2722,2926,3058,3229,3383,3470,3538,3626,3727,3865,4018
220,0.87455,2.823590040206909,0.968500018119812,1.064170002937317,0.8703,1.0487899780273438,2.7768399715423584,0.9461699724197388,136,285,404,516,615,789,828,1007,1139,1281,1383,1542,1649,1739,1926,2022,2134,2269,2432,2630,2574,2722,2926,3058,3229,3385,3470,3538,3626,3726,3865,4019
230,0.87557,2.8351900577545166,0.9724799990653992,1.0598200559616089,0.87181,1.0427000522613525,2.7930500507354736,0.95169997215271,135,285,404,516,615,789,828,1005,1139,1282,1382,1542,1649,1739,1926,2022,2134,2269,2432,2630,2568,2722,2926,3058,3230,3386,3470,3537,3626,3725,3864,4019
240,0.87722,2.854099988937378,0.9789699912071228,1.0527900457382202,0.87324,1.036870002746582,2.808759927749634,0.9570500254631042,135,284,403,516,616,789,828,1003,1139,1283,1382,1542,1649,1739,1926,2022,2134,2270,2432,2629,2564,2723,2927,3057,3230,3387,3469,3536,3626,3724,3863,4020
250,0.87846,2.86860990524292,0.9839400053024292,1.047469973564148,0.87447,1.0318200588226318,2.822510004043579,0.9617300033569336,135,284,403,516,617,788,828,1002,1138,1284,1381,1542,1649,1738,1926,2022,2134,2269,2432,2629,2561,2724,2927,3057,3230,3388,3469,3536,3626,3723,3863,4020
260,0.8796,2.882230043411255,0.988610029220581,1.0425200462341309,0.87576,1.0264999866485596,2.837130069732666,0.9667199850082397,135,284,403,516,618,788,829,1001,1138,1284,1381,1542,1649,1738,1926,2022,2135,2269,2432,2630,2560,2724,2928,3057,3231,3389,3469,3535,3626,3722,3862,4021
270,0.88013,2.8885600566864014,0.9907900094985962,1.0402400493621826,0.87653,1.023319959640503,2.845940113067627,0.9697200059890747,135,283,403,516,619,788,829,1000,1137,1283,1380,1542,1649,1738,1926,2022,2137,2268,2432,2630,2559,2724,2928,3056,3231,3390,3468,3534,3626,3721,3862,4021
280,0.88082,2.8968799114227295,0.9936400055885315,1.03725004196167,0.87768,1.0185400247573853,2.8593199253082275,0.9742799997329712,134,283,403,517,620,788,829,999,1137,1283,1380,1542,1649,1738,1926,2022,2139,2266,2432,2630,2558,2724,2928,3056,3232,3391,3468,3534,3626,3720,3861,4021
290,0.88229,2.914940118789673,0.9998400211334229,1.0308200120925903,0.87894,1.0132900476455688,2.874119997024536,0.9793199896812439,134,282,403,517,620,789,830,998,1137,1283,1379,1541,1649,1738,1926,2022,2139,2264,2432,2630,2556,2724,2928,3056,3232,3392,3468,3533,3626,3719,3861,4022
300,0.88326,2.927109956741333,1.0040099620819092,1.0265400409698486,0.87976,1.0098199844360352,2.884000062942505,0.9826899766921997,134,282,403,517,621,789,830,998,1137,1283,1379,1541,1649,1739,1926,2022,2139,2264,2433,2630,2555,2724,2928,3056,3232,3392,3467,3533,3626,3718,3860,4022
310,0.88377,2.9334700107574463,1.0061899423599243,1.0243099927902222,0.88027,1.007699966430664,2.890079975128174,0.9847599864006042,133,282,403,517,621,789,831,997,1137,1283,1378,1541,1650,1741,1927,2022,2141,2265,2435,2630,2555,2724,2928,3056,3233,3393,3467,3532,3626,3717,3860,4022
320,0.88397,2.935930013656616,1.007040023803711,1.0234500169754028,0.88109,1.0042099952697754,2.900099992752075,0.9881700277328491,133,281,403,517,622,789,831,996,1137,1283,1378,1541,1650,1743,1927,2022,2141,2264,2436,2630,2555,2724,2928,3056,3233,3394,3467,3532,3626,3716,3859,4022
330,0.88532,2.9531800746917725,1.0129499435424805,1.0174700021743774,0.8816,1.0020999908447266,2.9062299728393555,0.9902600049972534,132,281,402,517,622,788,831,996,1138,1283,1378,1541,1653,1752,1927,2022,2142,2264,2436,2630,2556,2724,2928,3056,3233,3395,3467,3532,3626,3716,3859,4023
340,0.88635,2.96658992767334,1.017549991607666,1.0128799676895142,0.88308,0.9957799911499023,2.9246699810028076,0.9965500235557556,132,280,402,517,623,788,831,996,1138,1282,1377,1542,1661,1760,1928,2022,2143,2265,2437,2630,2556,2724,2928,3056,3233,3395,3467,3532,3626,3715,3858,4023
350,0.88678,2.972209930419922,1.0194799900054932,1.0109599828720093,0.88366,0.993340015411377,2.931839942932129,0.998989999294281,131,280,403,517,624,788,832,996,1138,1283,1377,1541,1670,1765,1928,2022,2143,2264,2438,2630,2556,2724,2927,3056,3234,3396,3467,3531,3626,3715,3857,4023
360,0.88701,2.975290060043335,1.0205299854278564,1.009909987449646,0.88459,0.989359974861145,2.9436399936676025,1.0030100345611572,130,279,403,517,624,787,832,995,1138,1283,1376,1541,1673,1768,1928,2022,2143,2264,2440,2631,2556,2723,2927,3056,3235,3397,3467,3531,3626,3714,3857,4023
370,0.8877,2.9843199253082275,1.0236300230026245,1.0068600177764893,0.88483,0.9883099794387817,2.946769952774048,1.004080057144165,129,279,403,517,625,786,832,995,1138,1283,1376,1541,1673,1769,1928,2022,2146,2265,2441,2632,2557,2724,2927,3056,3235,3398,3467,3531,3626,3714,3856,4023
380,0.88746,2.981110095977783,1.02252995967865,1.0079400539398193,0.88518,0.986810028553009,2.951240062713623,1.0055999755859375,128,279,403,517,626,786,832,995,1138,1283,1376,1540,1675,1772,1928,2022,2149,2265,2442,2632,2557,2724,2927,3056,3236,3398,3467,3531,3626,3714,3856,4023
390,0.8886,2.996350049972534,1.0277600288391113,1.002810001373291,0.88603,0.9831600189208984,2.9621999263763428,1.0093300342559814,127,278,403,518,626,785,832,995,1138,1284,1375,1540,1676,1773,1928,2022,2150,2265,2443,2632,2558,2723,2927,3056,3236,3399,3467,3531,3626,3714,3855,4023
400,0.88869,2.997580051422119,1.0281800031661987,1.0024000406265259,0.88679,0.9798499941825867,2.972209930419922,1.0127400159835815,126,278,403,518,626,785,832,994,1138,1284,1375,1540,1677,1773,1928,2021,2150,2265,2443,2631,2558,2722,2927,3056,3236,3400,3467,3531,3626,3713,3855,4023
410,0.88976,3.012079954147339,1.0331499576568604,0.9975799918174744,0.88747,0.9769200086593628,2.981110095977783,1.015779972076416,126,278,403,518,627,785,832,993,1138,1283,1374,1540,1678,1774,1928,2022,2150,2265,2444,2632,2558,2720,2927,3056,3237,3400,3467,3530,3626,3713,3855,4023
420,0.8902,3.018120050430298,1.035230040550232,0.9955800175666809,0.88809,0.9742199778556824,2.989370107650757,1.018589973449707,125,277,403,519,627,785,831,993,1137,1283,1374,1539,1679,1774,1928,2021,2151,2264,2444,2632,2558,2718,2927,3056,3237,3400,3467,3530,3626,3713,3854,4023
430,0.88866,2.997159957885742,1.0280400514602661,1.0025399923324585,0.88775,0.9756900072097778,2.9848999977111816,1.0170700550079346,124,277,402,519,627,784,831,993,1137,1283,1374,1539,1679,1776,1928,2021,2151,2263,2444,2631,2557,2717,2927,3056,3237,3401,3467,3530,3626,3713,3854,4023
440,0.89106,3.029979944229126,1.0392999649047852,0.9916800260543823,0.88912,0.9697399735450745,3.003200054168701,1.023300051689148,123,277,402,519,627,784,830,992,1137,1283,1374,1539,1680,1777,1928,2021,2152,2262,2444,2631,2558,2718,2927,3056,3238,3401,3467,3531,3626,3713,3854,4023
450,0.89121,3.032130002975464,1.0400300025939941,0.9909800291061401,0.88964,0.9674400091171265,3.0103399753570557,1.0257400274276733,122,276,402,519,628,784,830,992,1136,1283,1373,1539,1681,1778,1928,2021,2154,2261,2444,2631,2558,2718,2927,3056,3238,3401,3467,3531,3626,3712,3853,4023
460,0.89114,3.0311899185180664,1.0397100448608398,0.9912899732589722,0.88989,0.9663400053977966,3.0137500762939453,1.026900053024292,121,276,402,519,628,783,830,992,1136,1283,1373,1539,1681,1779,1928,2021,2155,2260,2444,2631,2558,2718,2927,3056,3239,3401,3467,3531,3626,3712,3853,4023
470,0.89134,3.0338900089263916,1.0406399965286255,0.9904099702835083,0.88928,0.9690099954605103,3.0054500102996826,1.0240700244903564,120,276,402,519,628,783,830,991,1136,1283,1373,1539,1681,1779,1928,2021,2154,2261,2444,2630,2557,2718,2927,3056,3239,3401,3467,3531,3626,3712,3853,4023
480,0.8923,3.0474600791931152,1.0452899932861328,0.9860000014305115,0.89095,0.9617099761962891,3.0282599925994873,1.0318399667739868,119,275,402,519,628,783,829,991,1136,1283,1372,1539,1681,1780,1928,2021,2155,2261,2444,2630,2558,2718,2927,3056,3239,3401,3467,3531,3626,3712,3852,4023
490,0.8927,3.053070068359375,1.04721999168396,0.9841799736022949,0.89144,0.9595199823379517,3.035170078277588,1.0341999530792236,118,275,402,519,628,783,829,991,1136,1283,1372,1539,1681,1780,1928,2021,2155,2261,2444,2630,2557,2718,2927,3056,3239,3401,3467,3531,3626,3711,3852,4022
500,0.89077,3.02593994140625,1.037909984588623,0.9930099844932556,0.8908,0.962369978427887,3.0261900424957275,1.0311399698257446,117,275,402,519,628,782,829,990,1136,1282,1372,1539,1680,1780,1928,2021,2155,2261,2444,2630,2558,2718,2927,3056,3240,3401,3467,3531,3626,3711,3852,4022
510,0.892,3.043179988861084,1.0438200235366821,0.9873800277709961,0.89198,0.9571599960327148,3.042680025100708,1.0367599725723267,116,275,402,519,628,782,829,990,1136,1282,1372,1538,1680,1781,1929,2021,2155,2260,2444,2630,2557,2718,2927,3055,3240,3401,3467,3531,3626,3711,3852,4022
520,0.89294,3.0564699172973633,1.0483800172805786,0.9830899834632874,0.89269,0.9540200233459473,3.052690029144287,1.0401699542999268,115,275,402,519,629,782,829,990,1136,1283,1371,1538,1681,1781,1928,2021,2154,2260,2444,2630,2558,2718,2927,3055,3240,3401,3467,3531,3626,3711,3852,4022
530,0.89331,3.061769962310791,1.0501999855041504,0.9813899993896484,0.89171,0.9583200216293335,3.038980007171631,1.0355000495910645,114,274,401,519,629,782,829,990,1136,1283,1371,1538,1680,1782,1928,2021,2155,2261,2444,2630,2557,2718,2927,3055,3240,3401,3467,3531,3626,3710,3852,4022
540,0.89368,3.067080020904541,1.0520199537277222,0.9796900153160095,0.8922,0.9561600089073181,3.0458500385284424,1.0378400087356567,113,274,401,519,629,782,829,990,1136,1282,1371,1539,1682,1782,1928,2021,2155,2261,2444,2629,2558,2718,2927,3055,3239,3401,3467,3531,3626,3710,3852,4022
550,0.89373,3.067850112915039,1.0522799491882324,0.9794399738311768,0.89372,0.949400007724762,3.0675299167633057,1.0452200174331665,112,274,401,519,629,782,830,990,1136,1283,1371,1538,1682,1782,1928,2022,2155,2260,2444,2630,2557,2718,2927,3055,3239,3401,3467,3531,3626,3710,3851,4022
560,0.89474,3.0825600624084473,1.0573300123214722,0.9747700095176697,0.89417,0.947409987449646,3.073970079421997,1.0474200248718262,111,274,400,519,629,782,829,990,1136,1283,1371,1538,1682,1782,1929,2022,2154,2261,2444,2630,2557,2717,2927,3055,3240,3401,3467,3531,3626,3710,3851,4022
570,0.89494,3.085439920425415,1.0583200454711914,0.9738600254058838,0.89485,0.9443600177764893,3.083889961242676,1.0507999658584595,111,274,400,519,630,782,829,989,1136,1283,1370,1538,1682,1782,1928,2022,2154,2260,2444,2630,2557,2717,2927,3055,3240,3401,3467,3531,3626,3710,3851,4022
580,0.89538,3.091949939727783,1.0605499744415283,0.971809983253479,0.89478,0.9446799755096436,3.0828800201416016,1.0504499673843384,110,273,400,519,630,781,829,989,1136,1284,1370,1538,1682,1782,1928,2022,2154,2261,2444,2629,2557,2717,2927,3055,3240,3401,3467,3532,3626,3709,3851,4022
590,0.89481,3.083549976348877,1.057669997215271,0.9744600057601929,0.89542,0.9417799711227417,3.0923500061035156,1.0536799430847168,109,273,400,519,630,781,829,988,1135,1283,1370,1538,1682,1782,1928,2022,2154,2260,2444,2630,2558,2717,2927,3055,3240,3402,3467,3532,3626,3709,3851,4022
600,0.89609,3.1024999618530273,1.064170002937317,0.968500018119812,0.89517,0.9429000020027161,3.08870005607605,1.0524400472640991,109,273,399,520,631,781,829,988,1135,1283,1370,1538,1682,1782,1928,2022,2154,2261,2444,2630,2557,2717,2928,3055,3240,3402,3467,3532,3627,3709,3851,4022
610,0.89618,3.1038899421691895,1.0646400451660156,0.9680699706077576,0.89645,0.9371500015258789,3.1076300144195557,1.0588899850845337,108,273,399,520,631,781,829,988,1135,1283,1370,1538,1682,1782,1928,2022,2154,2260,2444,2630,2558,2716,2927,3055,3241,3402,3467,3532,3627,3709,3851,4022
620,0.89506,3.0873000621795654,1.0589599609375,0.9732699990272522,0.89625,0.9380199909210205,3.104749917984009,1.0578999519348145,108,272,399,520,631,781,829,988,1135,1283,1369,1538,1682,1782,1928,2022,2154,2260,2444,2630,2557,2716,2927,3055,3241,3402,3467,3532,3627,3709,3850,4021
630,0.89695,3.115489959716797,1.068619966506958,0.9644700288772583,0.89675,0.9357799887657166,3.1121699810028076,1.0604300498962402,107,272,398,520,631,781,829,988,1135,1283,1369,1538,1682,1782,1929,2022,2154,2261,2444,2630,2558,2716,2928,3055,3241,3402,3467,3532,3627,3709,3850,4021
640,0.89606,3.101989984512329,1.0639899969100952,0.9686599969863892,0.89726,0.9334800243377686,3.119839906692505,1.0630500316619873,107,272,398,520,631,781,829,988,1135,1283,1369,1538,1682,1782,1928,2022,2155,2260,2443,2629,2558,2716,2927,3055,3241,3401,3467,3533,3627,3709,3850,4021
650,0.8976,3.125230073928833,1.0719599723815918,0.9614599943161011,0.89688,0.9351999759674072,3.114109992980957,1.0610899925231934,106,272,398,520,631,781,829,988,1135,1283,1368,1538,1683,1783,1928,2022,2154,2261,2444,2630,2558,2717,2928,3055,3241,3401,3467,3533,3627,3709,3850,4021
660,0.89781,3.1285400390625,1.073099970817566,0.9604399800300598,0.89806,0.929830014705658,3.1320900917053223,1.0672199726104736,106,271,398,519,631,781,829,988,1135,1283,1368,1538,1683,1783,1928,2022,2155,2261,2443,2629,2557,2717,2928,3055,3241,3401,3467,3533,3627,3709,3850,4021
670,0.8973,3.120680093765259,1.0703999996185303,0.9628599882125854,0.89843,0.9281100034713745,3.1379098892211914,1.069200038909912,106,271,397,519,631,781,829,988,1136,1283,1368,1538,1682,1783,1928,2022,2155,2261,2444,2630,2557,2717,2927,3055,3241,3401,3467,3533,3628,3709,3850,4020
680,0.89826,3.1354000568389893,1.0754499435424805,0.9583399891853333,0.8989,0.9259999990463257,3.1450600624084473,1.0716400146484375,105,271,397,519,631,781,829,987,1136,1282,1368,1538,1683,1783,1928,2022,2155,2261,2444,2630,2557,2717,2928,3055,3241,3401,3468,3533,3628,3709,3849,4020
690,0.89802,3.131649971008301,1.0741699934005737,0.9594900012016296,0.89912,0.9249899983406067,3.1484999656677246,1.0728100538253784,105,270,397,519,631,781,829,987,1136,1282,1368,1538,1682,1783,1928,2022,2154,2261,2444,2629,2558,2717,2928,3055,3242,3401,3468,3534,3628,3708,3849,4020
700,0.89872,3.1424899101257324,1.0778800249099731,0.9561799764633179,0.89873,0.9267799854278564,3.1424200534820557,1.070739984512329,104,270,396,519,631,781,829,987,1136,1282,1367,1538,1683,1783,1929,2022,2154,2261,2444,2630,2557,2717,2928,3054,3241,3401,3468,3534,3628,3708,3849,4020
710,0.89821,3.134589910507202,1.0751700401306152,0.9585899710655212,0.89954,0.923039972782135,3.1551499366760254,1.0750800371170044,104,270,396,519,630,781,829,987,1136,1282,1367,1538,1683,1783,1928,2022,2154,2260,2444,2630,2557,2717,2928,3054,3241,3401,3468,3534,3628,3708,3849,4019
720,0.8976,3.1252899169921875,1.0719799995422363,0.9614400267601013,0.89964,0.9226099848747253,3.1566200256347656,1.0755800008773804,103,270,396,519,631,781,829,987,1136,1282,1367,1538,1683,1783,1929,2022,2154,2260,2444,2629,2557,2717,2928,3054,3241,3400,3468,3534,3628,3708,3849,4019
730,0.89879,3.1435399055480957,1.0782500505447388,0.9558600187301636,0.90021,0.9199600219726562,3.1656999588012695,1.0786700248718262,103,270,396,519,631,781,830,987,1136,1282,1367,1538,1683,1783,1928,2022,2154,2260,2444,2630,2558,2716,2928,3054,3241,3400,3468,3534,3628,3708,3849,4019
740,0.89874,3.142780065536499,1.0779900550842285,0.956089973449707,0.90054,0.9184200167655945,3.1710000038146973,1.0804799795150757,103,270,395,519,631,781,830,987,1136,1282,1367,1538,1683,1783,1928,2022,2154,2260,2444,2630,2557,2717,2928,3054,3241,3400,3469,3534,3628,3708,3848,4019
750,0.89952,3.154949903488159,1.0821599960327148,0.9524000287055969,0.90092,0.9166799783706665,3.1770401000976562,1.0825400352478027,102,269,395,519,631,781,830,987,1136,1282,1367,1538,1683,1783,1928,2022,2154,2260,2443,2630,2557,2717,2928,3054,3242,3400,3469,3534,3628,3707,3848,4019
760,0.89988,3.1607298851013184,1.0841399431228638,0.950659990310669,0.90104,0.9161400198936462,3.178920030593872,1.0831799507141113,102,269,395,519,631,781,830,987,1136,1281,1366,1538,1683,1783,1929,2022,2154,2260,2443,2630,2558,2716,2928,3054,3241,3400,3469,3534,3628,3707,3848,4019
770,0.89987,3.1604700088500977,1.0840500593185425,0.9507399797439575,0.90064,0.9179700016975403,3.172559976577759,1.0810099840164185,101,269,395,519,631,781,829,987,1136,1281,1366,1538,1683,1783,1928,2022,2154,2261,2444,2630,2558,2717,2928,3054,3241,3400,3469,3534,3629,3707,3848,4018
780,0.89885,3.144479990005493,1.078570008277893,0.9555699825286865,0.90105,0.9160799980163574,3.1791200637817383,1.0832500457763672,101,269,394,519,631,781,829,986,1135,1281,1366,1538,1683,1784,1929,2022,2154,2260,2444,2630,2557,2716,2928,3054,3242,3400,3470,3535,3629,3707,3848,4018
790,0.89987,3.1605300903320312,1.0840699672698975,0.9507200121879578,0.90049,0.9186499714851379,3.170219898223877,1.0802099704742432,100,269,394,519,631,781,829,986,1135,1281,1366,1538,1683,1784,1928,2022,2154,2260,2443,2630,2557,2716,2928,3054,3241,3400,3470,3535,3629,3707,3848,4018
800,0.90067,3.173140048980713,1.0884000062942505,0.946940004825592,0.90214,0.9110299944877625,3.1967198848724365,1.0892399549484253,100,269,394,519,631,781,829,986,1135,1280,1366,1538,1683,1784,1929,2022,2154,2260,2444,2630,2557,2716,2928,3054,3241,3400,3470,3535,3629,3707,3847,4018
810,0.90014,3.164789915084839,1.0855400562286377,0.9494400024414062,0.90154,0.9138299822807312,3.1869399547576904,1.0859099626541138,99,269,394,519,631,781,829,986,1135,1280,1366,1539,1684,1783,1929,2022,2154,2260,2443,2630,2558,2716,2928,3054,3242,3400,3470,3535,3629,3707,3847,4018
820,0.90031,3.1675000190734863,1.086459994316101,0.9486299753189087,0.90215,0.9110000133514404,3.196850061416626,1.0892900228500366,99,268,394,519,631,781,828,986,1135,1280,1366,1538,1684,1784,1928,2022,2154,2261,2443,2630,2557,2716,2928,3054,3242,3400,3470,3535,3629,3707,3847,4018
830,0.90067,3.1732099056243896,1.088420033454895,0.9469199776649475,0.90261,0.9088500142097473,3.2044100761413574,1.091860055923462,99,268,394,519,631,781,828,985,1135,1280,1366,1538,1684,1783,1929,2022,2154,2261,2444,2629,2557,2716,2928,3054,3242,3400,3470,3535,3629,3707,3847,4018
840,0.90074,3.1743199825286865,1.0887999534606934,0.946590006351471,0.90304,0.9068400263786316,3.2114999294281006,1.0942800045013428,98,268,393,519,631,781,828,985,1135,1280,1365,1538,1684,1783,1929,2022,2154,2260,2443,2630,2557,2716,2928,3055,3242,3400,3470,3535,3629,3706,3847,4018
850,0.90126,3.1827199459075928,1.091689944267273,0.9440900087356567,0.90162,0.9134500026702881,3.188260078430176,1.086359977722168,98,268,393,518,631,781,828,985,1134,1280,1365,1539,1684,1784,1929,2022,2154,2261,2443,2630,2557,2716,2928,3054,3242,3400,3470,3535,3629,3706,3847,4017
860,0.90154,3.1872000694274902,1.0932199954986572,0.9427700042724609,0.90327,0.9057300090789795,3.2154300212860107,1.095620036125183,98,268,393,518,631,782,827,985,1134,1280,1365,1539,1684,1784,1929,2022,2154,2260,2444,2629,2557,2716,2928,3054,3242,3400,3470,3535,3629,3706,3847,4017
870,0.90202,3.1950299739837646,1.0959099531173706,0.9404500126838684,0.90376,0.9034600257873535,3.2235100269317627,1.0983699560165405,98,268,393,519,631,782,827,984,1135,1280,1365,1539,1684,1784,1929,2022,2154,2261,2443,2630,2558,2716,2928,3055,3242,3400,3470,3536,3629,3706,3846,4017
880,0.90078,3.1750099658966064,1.0890400409698486,0.9463800191879272,0.90366,0.9039099812507629,3.22189998626709,1.0978200435638428,97,268,393,519,632,782,827,984,1135,1280,1365,1538,1685,1784,1929,2022,2154,2261,2444,2629,2557,2716,2928,3055,3242,3400,3470,3536,3629,3706,3846,4017
