epoch,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,band_32
880,0.89369,3.067270040512085,1.0684000253677368,0.9252200126647949,0.90106,0.9334200024604797,3.179219961166382,1.0795400142669678,314,372,521,506,615,754,661,948,978,1215,1308,1422,1614,1714,2003,2164,2168,2446,2411,2656,2497,2625,2779,2964,3466,3475,3605,3350,3749,3739,3901,4180
890,0.89665,3.110909938812256,1.0836000442504883,0.9122400283813477,0.90159,0.9308800101280212,3.18789005279541,1.0824799537658691,313,372,522,506,615,754,661,948,977,1215,1308,1422,1615,1713,2004,2164,2167,2446,2410,2655,2496,2625,2779,2965,3466,3475,3604,3349,3749,3738,3901,4180
900,0.89547,3.0932300090789795,1.0774400234222412,0.917460024356842,0.90203,0.9288100004196167,3.194999933242798,1.0849000215530396,314,372,522,506,615,754,661,947,978,1214,1308,1421,1615,1714,2004,2164,2167,2446,2410,2656,2496,2626,2778,2964,3466,3476,3605,3349,3748,3739,3901,4180
910,0.89651,3.1087899208068848,1.082859992980957,0.9128599762916565,0.90233,0.9273800253868103,3.1999199390411377,1.0865700244903564,313,372,522,506,615,754,661,948,978,1214,1308,1422,1616,1714,2004,2164,2168,2446,2411,2657,2496,2626,2779,2965,3467,3475,3605,3348,3748,3739,3901,4180
920,0.89615,3.103450059890747,1.0809999704360962,0.9144399762153625,0.90256,0.9262999892234802,3.203660011291504,1.087839961051941,314,372,522,507,615,754,660,948,978,1215,1308,1422,1615,1714,2004,2164,2168,2446,2411,2657,2496,2625,2777,2965,3468,3476,3607,3348,3748,3739,3901,4180
930,0.89521,3.0894899368286133,1.07614004611969,0.9185699820518494,0.90244,0.9268900156021118,3.201620101928711,1.087149977684021,314,372,522,507,616,754,661,947,978,1214,1309,1422,1615,1713,2003,2164,2169,2446,2411,2657,2497,2626,2778,2964,3468,3475,3607,3348,3748,3739,3901,4181
940,0.89689,3.1144800186157227,1.0848400592803955,0.9111999869346619,0.90054,0.9358400106430054,3.1710000038146973,1.0767500400543213,313,372,522,507,615,753,661,948,977,1215,1309,1421,1615,1713,2004,2165,2168,2445,2411,2657,2497,2626,2778,2965,3468,3476,3607,3348,3748,3738,3902,4180
950,0.8975,3.123800039291382,1.088089942932129,0.9084799885749817,0.90226,0.9277300238609314,3.1987199783325195,1.0861599445343018,311,372,522,508,615,753,661,949,977,1215,1309,1422,1615,1715,2004,2164,2168,2446,2410,2655,2497,2633,2778,2965,3468,3475,3607,3348,3748,3741,3902,4180
960,0.89757,3.1248300075531006,1.0884499549865723,0.9081799983978271,0.90332,0.9226999878883362,3.216140031814575,1.092079997062683,313,371,521,507,615,753,661,948,977,1215,1310,1422,1615,1713,2004,2164,2168,2446,2411,2657,2497,2628,2778,2965,3468,3475,3607,3348,3748,3741,3902,4180
970,0.89525,3.089979887008667,1.0763100385665894,0.9184200167655945,0.90302,0.9241300225257874,3.211169958114624,1.0903899669647217,313,372,521,507,615,753,660,947,977,1214,1310,1422,1615,1715,2003,2165,2169,2446,2412,2657,2498,2628,2778,2965,3468,3476,3608,3348,3748,3740,3902,4180
980,0.89796,3.1308701038360596,1.0905499458312988,0.9064300060272217,0.90356,0.9215199947357178,3.2202699184417725,1.0934799909591675,313,372,522,508,616,753,661,947,977,1215,1310,1421,1614,1714,2004,2165,2169,2445,2412,2658,2498,2628,2778,2965,3468,3476,3607,3347,3748,3739,3902,4180
990,0.89785,3.129120111465454,1.0899399518966675,0.9069399833679199,0.904,0.9194499850273132,3.227530002593994,1.0959399938583374,313,372,522,508,615,753,661,948,977,1214,1310,1422,1615,1714,2004,2164,2169,2446,2412,2658,2498,2628,2778,2965,3468,3475,3608,3347,3748,3739,3902,4180
