algorithm,dataset,target_size,scaler_y,mode,r2,rmse,rpd,rpiq,train_r2,train_rmse,train_rpd,train_rpiq,fold,selected_bands
bsdrcnn,lucas,8,robust,static,0.76,1.4299999475479126,2.0299999713897705,0.6899999976158142,0.75,1.4800000190734863,2.0,0.6800000071525574,0,466|927|1389|1850|2312|2773|3235|3696
bsdrcnn,lucas,8,robust,static,0.74,1.5099999904632568,1.9700000286102295,0.6399999856948853,0.75,1.4500000476837158,2.009999990463257,0.699999988079071,1,466|927|1389|1850|2312|2773|3235|3696
bsdrcnn,lucas,8,robust,static,0.76,1.4900000095367432,2.0399999618530273,0.6700000166893005,0.75,1.4600000381469727,1.9900000095367432,0.6899999976158142,2,466|927|1389|1850|2312|2773|3235|3696
bsdrcnn,lucas,8,robust,static,0.76,1.4700000286102295,2.0399999618530273,0.6499999761581421,0.75,1.4600000381469727,2.0,0.699999988079071,3,466|927|1389|1850|2312|2773|3235|3696
bsdrcnn,lucas,8,robust,static,0.75,1.5,1.9800000190734863,0.6899999976158142,0.75,1.4600000381469727,2.009999990463257,0.6800000071525574,4,466|927|1389|1850|2312|2773|3235|3696
bsdrcnn,lucas,8,robust,static,0.76,1.5,2.0299999713897705,0.6600000262260437,0.75,1.4600000381469727,1.9900000095367432,0.6899999976158142,5,466|927|1389|1850|2312|2773|3235|3696
bsdrcnn,lucas,8,robust,static,0.74,1.4700000286102295,1.940000057220459,0.6700000166893005,0.76,1.4600000381469727,2.0199999809265137,0.6899999976158142,6,466|927|1389|1850|2312|2773|3235|3696
bsdrcnn,lucas,8,robust,static,0.73,1.4800000190734863,1.909999966621399,0.7099999785423279,0.76,1.4600000381469727,2.0299999713897705,0.6700000166893005,7,466|927|1389|1850|2312|2773|3235|3696
bsdrcnn,lucas,8,robust,static,0.77,1.4700000286102295,2.109999895095825,0.6700000166893005,0.74,1.4800000190734863,1.9500000476837158,0.6800000071525574,8,466|927|1389|1850|2312|2773|3235|3696
bsdrcnn,lucas,8,robust,static,0.76,1.4500000476837158,2.0299999713897705,0.6700000166893005,0.75,1.4700000286102295,1.9900000095367432,0.6899999976158142,9,466|927|1389|1850|2312|2773|3235|3696
bsdrcnn,lucas,8,robust,dyn,0.87,1.059999942779541,2.7200000286102295,0.9300000071525574,0.85,1.1399999856948853,2.5799999237060547,0.8799999952316284,0,660|851|1506|1837|2023|2787|3451|3714
bsdrcnn,lucas,8,robust,dyn,0.85,1.1699999570846558,2.549999952316284,0.8299999833106995,0.84,1.149999976158142,2.5399999618530273,0.8799999952316284,1,657|840|1397|1791|2023|2806|3451|3657
bsdrcnn,lucas,8,robust,dyn,0.85,1.190000057220459,2.549999952316284,0.8399999737739563,0.85,1.1399999856948853,2.549999952316284,0.8799999952316284,2,640|815|1398|1787|2023|2790|3459|3660
bsdrcnn,lucas,8,robust,dyn,0.84,1.2000000476837158,2.5,0.800000011920929,0.84,1.149999976158142,2.5299999713897705,0.8799999952316284,3,631|805|1398|1780|2023|2815|3456|3644
bsdrcnn,lucas,8,robust,dyn,0.84,1.2000000476837158,2.490000009536743,0.8700000047683716,0.85,1.149999976158142,2.549999952316284,0.8700000047683716,4,645|830|1398|1788|2023|2798|3459|3661
bsdrcnn,lucas,8,robust,dyn,0.86,1.1399999856948853,2.6600000858306885,0.8600000143051147,0.85,1.1200000047683716,2.5999999046325684,0.9100000262260437,5,659|857|1501|1836|2022|2783|3452|3717
bsdrcnn,lucas,8,robust,dyn,0.82,1.2000000476837158,2.369999885559082,0.8100000023841858,0.85,1.149999976158142,2.5799999237060547,0.8799999952316284,6,651|847|1397|1791|2022|2812|3451|3653
bsdrcnn,lucas,8,robust,dyn,0.84,1.1399999856948853,2.4700000286102295,0.9100000262260437,0.85,1.1399999856948853,2.609999895095825,0.8700000047683716,7,665|851|1494|1833|2022|2791|3449|3716
